,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_10m,45_of_Earned_max_10m,100_of_Earned_upto_45_Gross_max_10m,NAME,STATE,NAICS,NTEEFINAL
432350,237154237,201812,11861,0,32545,33330,81642,2019-990ez,36738.9,0.0,0.0,HISTORICAL SOCIETY OF QUAKER HILL AND PAWLING INC,NY,712120.0,A82
432382,570943107,201812,18071,0,52800,48354,56408,2019-990ez,25383.600000000002,0.0,0.0,HALL OF FAME FOUNDATION INC,SC,712110.0,A50
432461,46169254,201904,20540,0,26014,63429,27352,2019-990ez,12308.4,0.0,0.0,MARLBOROUGH HISTORICAL SOCIETY INC,MA,712120.0,A82
432613,232639423,201812,14740,418,21046,19867,21261,2019-990ez,9567.45,188.1,418.0,AMOS HERR HOUSE FOUNDATION,PA,712110.0,A54
432709,541014008,201906,3105,0,108989,106184,108989,2019-990ez,49045.05,0.0,0.0,BLOSSOM & BLOOM SHOP INC,VA,712130.0,C40
432762,237090885,201709,30851,36281,70887,83342,75284,2019-990ez,33877.8,16326.45,33877.8,HAYWARD AREA FORUM OF THE ARTS,CA,712110.0,A51
432764,741599976,201903,45584,0,58223,69454,58223,2019-990ez,26200.350000000002,0.0,0.0,LLANO COUNTY HISTORICAL SOCIETY INC,TX,712120.0,A82
432772,237028805,201905,60301,0,68889,69846,73366,2019-990ez,33014.700000000004,0.0,0.0,EASTON HISTORICAL SOCIETY INC,MA,712120.0,A82
432851,237376105,201808,103719,0,141384,143320,156573,2019-990ez,70457.85,0.0,0.0,NEW BERN PRESERVATION FOUNDATION INC,NC,712120.0,A82
432852,237376105,201808,103719,0,141384,143320,156573,2019-990ez,70457.85,0.0,0.0,NEW BERN PRESERVATION FOUNDATION INC,NC,712120.0,A82
432855,751964842,201812,65891,0,71616,84314,71616,2019-990ez,32227.2,0.0,0.0,SAINTS ROOST,TX,712110.0,A50
432859,223110596,201812,1621,0,1697,3896,1697,2019-990ez,763.65,0.0,0.0,THE HISTORICAL SOCIETY OF THE CITY OF EGG HARBOR CITY INC,NJ,712120.0,A82
432950,480690178,201904,69329,0,71921,75528,71921,2019-990ez,32364.45,0.0,0.0,STEVENS COUNTY GAS AND HISTORICAL MUSEUM INC,KS,712110.0,A54
432967,205994082,201812,0,0,25,18577,25,2019-990ez,11.25,0.0,0.0,STATE SYMBOLS USA,NY,712120.0,A80
433080,953842289,201812,26928,0,32118,21272,83251,2019-990ez,37462.950000000004,0.0,0.0,EL PUEBLO PARK ASSOCIATION,CA,712120.0,A80
433144,621420901,201808,21041,1034,36930,37380,49219,2019-990ez,22148.55,465.3,1034.0,UNITED DAUGHTERS OF THE CONFEDERACY,VA,712120.0,A80
433216,61445589,201906,0,0,0,418,0,2019-990ez,0.0,0.0,0.0,MONUMENT BUILDERS OF CONNECTICUT INC,CT,712120.0,A80
433240,461633905,201812,16291,28506,44797,47619,44797,2019-990ez,20158.65,12827.7,20158.65,CENTRAL WYOMING CHILDRENS CENTER FOR ART TECHNOLOGY & SCIENCE,WY,712110.0,A50
433249,954158105,201808,6054,127,84945,79488,84945,2019-990ez,38225.25,57.15,127.0,LA VERNE HERITAGE FOUNDATION INC,CA,712120.0,A82
433365,203261279,201812,69269,0,69270,26374,69270,2019-990ez,31171.5,0.0,0.0,WRIGHT IMAGE GROUP INC,OH,712120.0,A80
433411,752789986,201808,100214,18329,118543,112414,118543,2019-990ez,53344.35,8248.050000000001,18329.0,TEXAS FORTS TRAIL,TX,712110.0,A54
433442,356029542,201903,3749,0,25188,31813,25188,2019-990ez,11334.6,0.0,0.0,MENNONITE HISTORICAL SOCIETY,IN,712120.0,A82
433489,912124475,201812,96573,19676,119500,111092,123202,2019-990ez,55440.9,8854.2,19676.0,FIFE HISTORICAL SOCIETY,WA,712120.0,A82
433506,752868398,201809,3510,0,1223,514,22749,2019-990ez,10237.050000000001,0.0,0.0,MESQUITE PRESERVATION FOUNDATION,TX,712120.0,A82
433569,581367240,201812,17922,0,54406,40834,144612,2019-990ez,65075.4,0.0,0.0,THE AMERICAN CUT GLASS ASSOCIATION INC,MO,712120.0,A80
433590,223914882,201812,6985,108511,138518,131001,152812,2019-990ez,68765.40000000001,48829.950000000004,68765.40000000001,MOUNT WASHINGTON VALLEY CHILDRENS MUSEUM,NH,712110.0,A50
433599,237353697,201812,3517,36319,46590,52834,46590,2019-990ez,20965.5,16343.550000000001,20965.5,CORRALES HISTORICAL SOCIETY,NM,712120.0,A82
433628,472365484,201812,1373,0,1373,2910,1373,2019-990ez,617.85,0.0,0.0,CAMBODIA TOWN LOWELL INC,MA,712120.0,A80
433634,454292873,201812,3085,6012,9097,9572,9097,2019-990ez,4093.65,2705.4,4093.65,MUSEUM OF VETERANS AND MILITARY HISTORY,AR,712110.0,A50
433696,237373836,201812,151456,39,172237,19740,172571,2019-990ez,77656.95,17.55,39.0,NORTH SAN DIEGO COUNTY GENEALOGICAL SOCIETY INCORPORATED,CA,712120.0,A80
433704,710888503,201812,22237,98482,120719,112801,120719,2019-990ez,54323.55,44316.9,54323.55,FAITH FOURTH OF JULY COMMITTEE,NC,712120.0,A84
433850,841712023,201812,25,6671,6735,39732,6735,2019-990ez,3030.75,3001.9500000000003,3030.75,PRESERVE GRANBURY,TX,712120.0,A80
433906,462214380,201812,20136,0,21676,127701,26640,2019-990ez,11988.0,0.0,0.0,7 20 MEMORIAL FOUNDATION INC,CO,712120.0,A80
433999,581107000,201812,1568,0,63976,24651,68350,2019-990ez,30757.5,0.0,0.0,AUGUSTA RICHMOND COUNTY HISTORICAL SOCIETY,GA,712120.0,A82
434006,382218115,201812,15574,0,15808,22095,15808,2019-990ez,7113.6,0.0,0.0,WATERFORD TOWNSHIP HISTORICAL & PRESERVATION SOCIETY,MI,712110.0,A54
434093,232156609,201812,6945,14100,22774,25844,22774,2019-990ez,10248.300000000001,6345.0,10248.300000000001,EAST BERLIN HISTORICAL PRESERVATION SOCIETY,PA,712120.0,A82
434120,581557595,201812,1500,0,124091,109743,124091,2019-990ez,55840.950000000004,0.0,0.0,PEACHTREE BATTLE ALLIANCE INC,GA,712120.0,A80
434125,930759403,201812,47869,18801,76148,56573,76148,2019-990ez,34266.6,8460.45,18801.0,DOUGLAS COUNTY MUSEUM FOUNDATION,OR,712110.0,A50
434265,521325983,201812,51686,0,97723,76075,127121,2019-990ez,57204.450000000004,0.0,0.0,SUSQUEHANNA MUSEUM OF HAVRE DE GRACE INC,MD,712110.0,A54
434310,311428163,201812,365,29022,34153,53835,34366,2019-990ez,15464.7,13059.9,15464.7,DIVISION 3 MID CENTRAL REGION NATIONAL MODEL RAILROAD ASSOC INC,OH,712110.0,A54
434352,581620151,201812,6610,0,28749,38916,38881,2019-990ez,17496.45,0.0,0.0,THE RANKIN MUSEUM INC,NC,712110.0,A50
434381,952562877,201808,1139,12219,18922,36669,18922,2019-990ez,8514.9,5498.55,8514.9,JOSHUA TREE AND SOUTHERN RAILROAD MUSEUM,CA,712110.0,A50
434533,237080591,201905,4127,3720,7857,11448,7857,2019-990ez,3535.65,1674.0,3535.65,ROCKY RIVER HISTORICAL SOCIETY,OH,712120.0,A82
434581,216018192,201812,152288,0,164469,137049,164697,2019-990ez,74113.65000000001,0.0,0.0,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NJ,712120.0,A80
434616,900185849,201812,57562,41107,103428,103614,110218,2019-990ez,49598.1,18498.15,41107.0,TRUSTEES OF PURDUE UNIVERSITY,IN,712110.0,A54
434621,546052638,201812,35940,8713,47374,142142,47434,2019-990ez,21345.3,3920.85,8713.0,ALBEMARLE COUNTY HISTORICAL SOCIETY INC,VA,712120.0,A82
434630,42773479,201807,630,0,630,0,630,2019-990ez,283.5,0.0,0.0,SOUTH CHURCH PRESERVATION INC,MA,712120.0,A82
434641,721485005,201812,34522,0,34522,33639,34522,2019-990ez,15534.9,0.0,0.0,VERMILIONVILLE LIVING HISTORY MUSEUM FOUNDATION,LA,712110.0,A54
434669,481073574,201812,15998,0,17447,11105,25320,2019-990ez,11394.0,0.0,0.0,BAXTER SPRINGS HISTORICAL SOCIETY,KS,712120.0,A82
434712,411396024,201812,79293,22470,100225,101677,104250,2019-990ez,46912.5,10111.5,22470.0,DULUTH PLANT-A-LOT COMMUNITY GARDEN PROGRAM,MN,712130.0,C40
434732,352070722,201812,0,82712,82716,76223,82716,2019-990ez,37222.200000000004,37220.4,37222.200000000004,NATIONAL RENDEZVOUS AND LIVING HISTORY FOUNDATION INC,PA,712120.0,A84
434763,112803482,201809,35009,0,40060,18168,40060,2019-990ez,18027.0,0.0,0.0,HARRY VAN ARSDALE JR MEMORIAL ASSOCIATION INC,NY,712120.0,A80
434851,760297000,201812,10415,10980,28803,31750,37937,2019-990ez,17071.65,4941.0,10980.0,LEAGUE CITY HISTORICAL SOCIETY INC,TX,712120.0,A82
434869,260846929,201712,30375,0,30375,30375,30375,2019-990ez,13668.75,0.0,0.0,THE ENITIATIVE GROUP INC,GA,712120.0,A80
434884,311551347,201812,6746,57570,74703,62642,91308,2019-990ez,41088.6,25906.5,41088.6,CIRCUS HISTORICAL SOCIETY INC,SC,712120.0,A82
434909,541859978,201812,7084,0,7084,13047,7084,2019-990ez,3187.8,0.0,0.0,AFRICAN AMERICAN HISTORICAL SOCIETY OF PORTSMOUTH INC,VA,712120.0,A82
435063,311787942,201812,75,0,183,3360,1183,2019-990ez,532.35,0.0,0.0,DAYTON AREA BROADCASTERS HALL OF FAME,OH,712110.0,A50
435066,371660873,201809,80915,89865,171118,139278,171258,2019-990ez,77066.1,40439.25,77066.1,ROCHESTER MUSIC HALL OF FAME INC,NY,712110.0,A50
435074,50516103,201812,16500,0,16500,14509,16500,2019-990ez,7425.0,0.0,0.0,ACADEMY SCIENCE CENTER INC,RI,712110.0,A57
435100,391418948,201812,15626,0,100065,81260,107742,2019-990ez,48483.9,0.0,0.0,SOO LINE HISTORICAL AND TECHNICAL SOCIETY INC,WI,712120.0,A80
435116,650040038,201812,64620,87449,165499,155866,179037,2019-990ez,80566.65000000001,39352.05,80566.65000000001,CROSTHWAIT MEMORIAL TOURNAMENT INC,FL,712120.0,A80
435173,680190023,201806,45199,0,45215,26222,45215,2019-990ez,20346.75,0.0,0.0,BAYSIDE MARTIN LUTHER KING JR ACADEMY FOUNDATION,CA,712110.0,A50
435188,462932150,201812,86422,39490,136327,122721,152925,2019-990ez,68816.25,17770.5,39490.0,MARIN MUSEUM OF BICYCLING,CA,712110.0,A50
435199,471120621,201812,60000,0,60000,9086,60000,2019-990ez,27000.0,0.0,0.0,OLD SYNAGOGUE MUSEUM OF KENOSHA INC,IL,712110.0,A50
435221,237070143,201808,21991,0,39367,64412,40595,2019-990ez,18267.75,0.0,0.0,MEDFORD HISTORICAL SOCIETY,MA,712120.0,A82
435237,820257581,201812,147710,2311,170395,86737,178048,2019-990ez,80121.6,1039.95,2311.0,LEMHI COUNTY HISTORICAL SOCIETY INC,ID,712120.0,A82
435260,582018695,201812,5990,0,150037,138712,150037,2019-990ez,67516.65000000001,0.0,0.0,MAHARASHTRA MANDAL-ATLANTA,GA,712120.0,A84
435298,232828676,201812,25668,0,25668,25593,25668,2019-990ez,11550.6,0.0,0.0,THE GROWING CENTER INC,PA,712130.0,C40
435323,742039598,201904,24540,42122,68038,68347,69183,2019-990ez,31132.350000000002,18954.9,31132.350000000002,GEORGETOWN HERITAGE SOCIETY,TX,712120.0,A80
435327,522150056,201812,18895,13365,32284,49271,32284,2019-990ez,14527.800000000001,6014.25,13365.0,PEINHARDT LIVING HISTORY FARM FOUND ATION INC,AL,712120.0,A80
435406,232829851,201812,58048,0,69590,55698,77868,2019-990ez,35040.6,0.0,0.0,HISTORIC PRESERVATION TRUST OF PIKE COUNTY PENNSYLVANIA INC,PA,712120.0,A82
435447,582469410,201812,40949,14691,55704,118013,55704,2019-990ez,25066.8,6610.95,14691.0,OLD COURTHOUSE INC,GA,712110.0,A54
435514,61394608,201812,4500,0,20764,41116,20764,2019-990ez,9343.800000000001,0.0,0.0,AHNCA INC,NY,712110.0,A54
435542,411372266,201812,84740,0,86415,99675,86415,2019-990ez,38886.75,0.0,0.0,AFTON HISTORICAL SOCIETY,MN,712120.0,A82
435653,141812662,201812,39723,2072,41795,45624,41795,2019-990ez,18807.75,932.4,2072.0,WOODSTOCK MUSEUM,NY,712110.0,A50
435663,237419903,201812,22191,31195,85475,83364,93357,2019-990ez,42010.65,14037.75,31195.0,OLMSTED HISTORICAL SOCIETY,OH,712120.0,A82
435749,861028253,201812,77754,15299,99258,100318,99258,2019-990ez,44666.1,6884.55,15299.0,BULLION PLAZA CULTURAL CENTER & MUSEUM,AZ,712110.0,A54
435870,582684001,201812,44531,0,44531,42920,44531,2019-990ez,20038.95,0.0,0.0,ASSOCIAZIONE SACCHESE D AMERICA INC,NY,712120.0,A80
435997,273258603,201812,8115,0,73002,125500,73002,2019-990ez,32850.9,0.0,0.0,ASIA MINOR AND PONTOS HELLENIC RESEARCH CENTER INC,IL,712120.0,A80
436012,300073355,201812,43464,0,57243,62031,65240,2019-990ez,29358.0,0.0,0.0,LEES SUMMIT HISTORICAL SOCIETY,MO,712120.0,A82
436028,510155629,201812,51861,39681,91735,102102,91735,2019-990ez,41280.75,17856.45,39681.0,MONTGOMERY COUNTY CULTURAL FOUNDATION INC,IN,712110.0,A54
436136,474419066,201812,0,0,4825,1942,4825,2019-990ez,2171.25,0.0,0.0,MING MEMORIAL AND RESEARCH FOUNDATION,IL,712120.0,A80
436160,930671244,201812,1015,0,17090,25908,17090,2019-990ez,7690.5,0.0,0.0,ST PAUL MISSION HISTORICAL SOCIETY,OR,712120.0,A82
436187,770522799,201812,26453,0,26016,56540,29201,2019-990ez,13140.45,0.0,0.0,CARSON & COLORADO RAILWAY INC,CA,712120.0,A80
436234,237065563,201812,10327,40000,63356,57151,73871,2019-990ez,33241.950000000004,18000.0,33241.950000000004,NAVAJO COUNTY HISTORICAL SOCIETY,AZ,712120.0,A82
436273,386107314,201812,26281,10650,54007,51910,63344,2019-990ez,28504.8,4792.5,10650.0,LITTLE TRAVERSE HISTORICAL SOCIETY,MI,712120.0,A82
436288,43238636,201808,2375,0,14797,12351,19036,2019-990ez,8566.2,0.0,0.0,BPW-BCEC INC,MA,712120.0,A84
436313,391510078,201812,28208,0,90095,98585,178576,2019-990ez,80359.2,0.0,0.0,KETTLE MORAINE NATURAL HISTORY ASSOCIATION,WI,712120.0,A80
436359,371534151,201812,72702,14650,108046,85857,131547,2019-990ez,59196.15,6592.5,14650.0,THE GEEZER GALLERY,OR,712110.0,A50
436362,611596238,201904,1146,0,1356,1391,1356,2019-990ez,610.2,0.0,0.0,CHAMPAIGN HAVANA & WESTERN RAILWAY HISTORICAL SOCIETY INC,IL,712110.0,A54
436463,272627414,201812,27719,0,31671,19081,35788,2019-990ez,16104.6,0.0,0.0,EAST AMWELL HISTORICAL SOCIETY,NJ,712120.0,A82
436480,300655207,201812,0,0,0,1020,0,2019-990ez,0.0,0.0,0.0,FCBF HALL OF FAME SCHOLARSHIP FOUNDATION INC,FL,712110.0,A50
436496,201840639,201812,122904,0,129683,18577,129683,2019-990ez,58357.35,0.0,0.0,SATURN CLUB HISTORIC PRESERVATION FOUNDATION,NY,712120.0,A82
436541,222203693,201812,22414,0,35937,18560,37793,2019-990ez,17006.850000000002,0.0,0.0,UPPER SADDLE RIVER HISTORICAL SOCIETY,NJ,712120.0,A82
436598,582423135,201712,5500,0,5500,126,5500,2019-990ez,2475.0,0.0,0.0,HORRY COUNTY MUSEUM FOUNDATION INC,SC,712110.0,A50
436617,50605106,201812,10883,135925,151877,112815,151877,2019-990ez,68344.65000000001,61166.25,68344.65000000001,WAGNER FARM ARBORETUM FOUNDATION INC,NJ,712130.0,C41
436639,20589133,201812,19730,0,19730,20995,19730,2019-990ez,8878.5,0.0,0.0,THE EBBETS FIELD WALL OF REMEMBRANCE INC,NJ,712120.0,A80
436640,330230750,201812,64726,0,64726,64271,64726,2019-990ez,29126.7,0.0,0.0,HERMOSA BEACH HISTORICAL SOCIETY,CA,712120.0,A82
436653,237168930,201903,9295,0,41165,32980,51551,2019-990ez,23197.95,0.0,0.0,DAUGHTERS OF THE NILE,FL,712120.0,A80
436660,463247456,201812,8741,0,8768,25898,8768,2019-990ez,3945.6,0.0,0.0,WISCONSIN LAW ENFORCEMENT MUSEUM OF VALOR,WI,712110.0,A50
436689,205485744,201810,33869,0,33869,15542,33869,2019-990ez,15241.050000000001,0.0,0.0,KLEHM ARBORETUM FOUNDATION,IL,712130.0,C41
436766,592820082,201812,11233,0,35184,34238,35184,2019-990ez,15832.800000000001,0.0,0.0,DADE BATTLEFIELD SOCIETY INC,FL,712120.0,A80
436787,205461628,201903,2241,11240,16565,16684,16565,2019-990ez,7454.25,5058.0,7454.25,PLUM ISLAND AERODROME INC,MA,712110.0,A54
436858,10349013,201812,1734,13502,39542,44977,51560,2019-990ez,23202.0,6075.900000000001,13502.0,MAINE GENEALOGICAL SOCIETY,ME,712120.0,A80
437074,926001923,201812,4612,0,4720,17237,4720,2019-990ez,2124.0,0.0,0.0,COOK INLET HISTORICAL SOCIETY INC,AK,712120.0,A82
437100,222219524,201812,6963,10200,21761,21011,21761,2019-990ez,9792.45,4590.0,9792.45,LAWRENCE HISTORICAL SOCIETY,NJ,712120.0,A82
437167,237421954,201812,153908,0,159226,165749,167656,2019-990ez,75445.2,0.0,0.0,PRESERVATION PARTNERS OF THE FOX VALLEY INC,IL,712120.0,A82
437284,237066365,201812,1005,55744,59747,58530,59747,2019-990ez,26886.15,25084.8,26886.15,WISCONSIN ANTIQUE DEALERS ASSOCIATION,WI,712120.0,A82
437310,274568262,201812,0,0,4697,7824,4697,2019-990ez,2113.65,0.0,0.0,PAPER MUSEUM INC,FL,712110.0,A50
437369,320240604,201812,137057,0,175344,159353,175344,2019-990ez,78904.8,0.0,0.0,CORPSMENS MEMORIAL FOUNDATION CMF,NC,712120.0,A84
437430,46068928,201903,10600,1253,23915,40561,23915,2019-990ez,10761.75,563.85,1253.0,BARRE HISTORICAL SOCIETY INC,MA,712120.0,A82
437459,721604906,201712,5080,0,5080,3740,5080,2019-990ez,2286.0,0.0,0.0,NEBRASKA BLACK SPORTS HALL OF FAME INC,NE,712110.0,A50
437486,743112739,201809,141305,37171,178863,180498,178863,2019-990ez,80488.35,16726.95,37171.0,DR CARTER G WOODSON AFRICAN AMERICAN MUSEUM INC,FL,712110.0,A50
437513,810294428,201903,17530,6059,23917,31465,29446,2019-990ez,13250.7,2726.55,6059.0,CUSTER BATTLEFIELD HISTORICAL AND MUSEUM ASSOCIATION INC,MT,712110.0,A54
437540,460943609,201902,18097,78029,96582,100233,96582,2019-990ez,43461.9,35113.05,43461.9,CHRISTKINDL MARKET OF MIFFLINBURG INC,PA,712120.0,A80
437620,202732783,201812,24499,6505,31008,18912,31008,2019-990ez,13953.6,2927.25,6505.0,GREAT LAKES AND SEAWAY SHIPPING ONLINE INC,MI,712110.0,A54
437646,221898269,201812,3919,4248,31969,36206,31969,2019-990ez,14386.050000000001,1911.6000000000001,4248.0,HISTORICAL SOCIETY OF MOORESTOWN,NJ,712120.0,A82
437677,382546411,201809,121818,25084,167495,151118,167495,2019-990ez,75372.75,11287.800000000001,25084.0,BUCKHAM FINE ARTS PROJECT,MI,712110.0,A51
437737,570817762,201904,800,404,71831,75554,117024,2019-990ez,52660.8,181.8,404.0,FORT MILL LODGE NO 1240 LOYAL ORDER,SC,712120.0,A80
437758,232740434,201812,32042,34770,67370,33947,67429,2019-990ez,30343.05,15646.5,30343.05,QUAKERTOWN TRAIN STATION HISTORICAL SOCIETY,PA,712120.0,A82
437835,370769180,201812,4400,14601,34460,42891,42020,2019-990ez,18909.0,6570.45,14601.0,CAIRO HISTORICAL ASSOCIATION,IL,712120.0,A82
437907,30444687,201812,42250,83430,125680,105835,125680,2019-990ez,56556.0,37543.5,56556.0,RHODE ISLAND HERITAGE HALL OF FAME,RI,712110.0,A50
437926,760776639,201812,13492,0,13492,13297,13492,2019-990ez,6071.400000000001,0.0,0.0,ARAB AMERICAN HISTORICAL FOUNDATION,CA,712120.0,A82
437931,480954811,201902,98367,9410,115787,92583,115787,2019-990ez,52104.15,4234.5,9410.0,TRI-STATE ANTIQUE ENGINE AND THRESHERS ASSOCIATION INC,KS,712110.0,A50
437958,460594162,201812,1712,50133,51845,48281,51845,2019-990ez,23330.25,22559.850000000002,23330.25,ARTISANS ART GALLERY,UT,712110.0,A51
438019,650973759,201812,0,0,0,56,0,2019-990ez,0.0,0.0,0.0,ASSOCIATION FOR TRIBAL HERITAGE INC,FL,712120.0,A80
438031,521900311,201806,95664,0,107474,105121,107474,2019-990ez,48363.3,0.0,0.0,LOWER EASTERN SHORE HERITAGE COMMITTEE INC,MD,712120.0,A82
438055,208603665,201812,2969,0,5337,3848,33914,2019-990ez,15261.300000000001,0.0,0.0,LITTLESTOWN AREA HISTORICAL SOCIETY,PA,712120.0,A82
438090,416029708,201812,0,74724,80247,77182,80247,2019-990ez,36111.15,33625.8,36111.15,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,MN,712120.0,A80
438125,760716202,201812,20439,34111,57965,124719,57965,2019-990ez,26084.25,15349.95,26084.25,IRVINGTON DEVELOPMENT ORGANIZATION INC,IN,712120.0,A80
438132,520903699,201904,138240,0,144621,2320,145384,2019-990ez,65422.8,0.0,0.0,KENT MUSEUM INC,MD,712110.0,A50
438165,381892669,201812,77931,12633,90590,91991,90590,2019-990ez,40765.5,5684.85,12633.0,BENZIE AREA HISTORICAL SOCIETY,MI,712120.0,A82
438184,352310978,201812,475,0,5690,5595,22381,2019-990ez,10071.45,0.0,0.0,PLAINFIELD VILLAGE PRESERVATION ASSOCIATION INC,IL,712120.0,A82
438289,621608388,201812,3867,75868,79735,60654,79735,2019-990ez,35880.75,34140.6,35880.75,AFRICAN AMERICAN HERITAGE SOCIETY MUSEUM,TN,712110.0,A50
438366,237354099,201812,112871,0,116056,106643,117042,2019-990ez,52668.9,0.0,0.0,DEERFIELD BEACH HISTORICAL SOCIETY INC,FL,712120.0,A82
438380,470635648,201808,44226,0,59523,36928,66277,2019-990ez,29824.65,0.0,0.0,NATIONAL MUSEUM OF ROLLER SKATING,NE,712110.0,A54
438446,351768712,201812,5316,0,25268,21596,50521,2019-990ez,22734.45,0.0,0.0,PRESERVATION SOCIETY OF UNION CITY IND-OHIO INC,IN,712120.0,A82
438463,810603795,201812,0,0,0,360,0,2019-990ez,0.0,0.0,0.0,ST PAULS CONSERVANCY CORP,NY,712120.0,A80
438480,820372108,201809,89024,14221,105426,97019,107544,2019-990ez,48394.8,6399.45,14221.0,BANNOCK COUNTY HISTORICAL SOCIETY,ID,712120.0,A82
438481,61055636,201902,0,77186,78793,85570,78793,2019-990ez,35456.85,34733.700000000004,35456.85,COLUMBUS DAY COMMITTEE INC,CT,712120.0,A84
438495,521657913,201812,60937,0,78432,61195,90731,2019-990ez,40828.950000000004,0.0,0.0,FRIENDS OF CONCORD POINT LIGHTHOUSE,MD,712120.0,A82
438502,133833390,201812,58017,0,58017,64698,58017,2019-990ez,26107.65,0.0,0.0,STATEN ISLAND SPORTS HALL OF FAME INC,NY,712110.0,A50
438535,452020710,201812,11804,0,26890,14491,34505,2019-990ez,15527.25,0.0,0.0,PUNTA GORDA HISTORY CENTER INC,FL,712110.0,A54
438543,251389552,201812,24845,1654,47326,62419,73151,2019-990ez,32917.950000000004,744.3000000000001,1654.0,LAWRENCE COUNTY HISTORICAL SOCIETY,PA,712120.0,A82
438563,330584797,201812,9624,0,9624,8004,9624,2019-990ez,4330.8,0.0,0.0,SAN GORGONIO PASS HISTORICAL SOCIETY,CA,712120.0,A82
438635,223199266,201812,4034,50,10742,8391,14867,2019-990ez,6690.150000000001,22.5,50.0,BOROUGH OF LAKEHURST HISTORICAL SOCIETY INC,NJ,712120.0,A82
438671,260336783,201812,2671,0,42694,23500,61616,2019-990ez,27727.2,0.0,0.0,BIG COUNTRY ATHLETIC HALL OF FAME,TX,712110.0,A50
438750,341309605,201812,63175,0,63656,46629,64748,2019-990ez,29136.600000000002,0.0,0.0,TOLEDO FIREFIGHTERS MUSEUM INC,OH,712110.0,A50
438851,475541839,201812,5870,32489,38359,360407,38359,2019-990ez,17261.55,14620.050000000001,17261.55,SABLE INC,IL,712130.0,D50
438874,680051663,201812,32479,0,35614,20456,35614,2019-990ez,16026.300000000001,0.0,0.0,1078 GALLERY INC,CA,712110.0,A50
438985,411651300,201807,57332,0,72446,68499,72446,2019-990ez,32600.7,0.0,0.0,AMERICAN WINGS AIR MUSEUM,MN,712110.0,A54
439132,222629576,201812,5821,0,10696,7681,10731,2019-990ez,4828.95,0.0,0.0,NORTH JERSEY ELECTRIC RAILWAY HISTORICAL SOCIETY INC,NJ,712110.0,A54
439227,510478522,201812,32805,4604,46014,41983,64449,2019-990ez,29002.05,2071.8,4604.0,MILITARY MUSEUM INC,FL,712110.0,A50
439259,264073119,201812,0,0,12,60,12,2019-990ez,5.4,0.0,0.0,DALY MANSION PRESERVATION FOUNDATION INC,MT,712120.0,A82
439329,205697360,201809,38923,2616,39915,34055,55710,2019-990ez,25069.5,1177.2,2616.0,DODGE BROTHER CLUB INC,PA,712110.0,A50
439330,364458409,201812,0,0,0,2564,0,2019-990ez,0.0,0.0,0.0,LAFOX MUSEUM CORPORATION,IL,712110.0,A54
439368,382017683,201812,79901,0,102669,80773,103201,2019-990ez,46440.450000000004,0.0,0.0,GRASS LAKE AREA HISTORICAL SOCIETY,MI,712120.0,A82
439402,421295071,201901,2465,600,38508,41596,42026,2019-990ez,18911.7,270.0,600.0,FROELICH FOUNDATION FOR THE PRESERVATION OF FARM TRACTOR HISTO,IA,712120.0,A82
439440,561643072,201812,0,0,4571,14826,4571,2019-990ez,2056.9500000000003,0.0,0.0,PRESERVATION GREENSBORO ENDOWMENT FUND INC,NC,712120.0,A82
439450,364085020,201812,2192,1241,11160,15997,18115,2019-990ez,8151.75,558.45,1241.0,LENA AREA HISTORICAL SOCIETY,IL,712120.0,A80
439534,232792586,201812,125042,0,125042,124324,125042,2019-990ez,56268.9,0.0,0.0,WORLD OF SCOUTING MUSEUM INC,PA,712110.0,A50
439601,810660912,201812,703,0,703,0,703,2019-990ez,316.35,0.0,0.0,FOUNDATION FOR ON-LINE GENEALOGY INC,UT,712120.0,A80
439749,112721367,201904,395,29,1828,2817,1828,2019-990ez,822.6,13.05,29.0,LOCUST VALLEY HISTORICAL SOCIETY,NY,712120.0,A82
439781,112781291,201904,22065,963,41512,73068,41512,2019-990ez,18680.4,433.35,963.0,SAG HARBOR HISTORICAL SOCIETY,NY,712120.0,A82
439860,300837466,201812,3655,3685,28566,13709,48991,2019-990ez,22045.95,1658.25,3685.0,FRIENDS OF AMERICAN BEACH INC,FL,712120.0,A80
