,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
476241,0.0,0.0,11574.9,710877555,0,2019-990ez,629,0,25722,201812,10865,18525,NACITONE FOUNDATION INC,CA,712110.0,A50
476383,53646.0,24140.7,65206.35,920109160,0,2019-990ez,44396,53646,144903,201812,153355,132124,TALKEETNA HISTORICAL SOCIETY,AK,712120.0,A82
476434,9713.7,9713.7,9713.7,582586067,0,2019-990ez,0,21586,21586,201812,13257,21586,SNELLVILLE HISTORICAL SOCIETY,GA,712120.0,A82
476469,0.0,0.0,5662.8,261305489,0,2019-990ez,5519,0,12584,201812,8884,10763,WATERVLIET HISTORICAL SOCIETY,NY,712120.0,A82
476471,0.0,0.0,0.0,861002067,0,2019-990ez,0,0,0,201812,0,0,THE JACOB HAMBLIN LEGACY ORGANIZATION INC,AZ,712110.0,A54
476483,0.0,0.0,2596.9500000000003,464887799,0,2019-990ez,5771,0,5771,201812,1814,5771,ITS TIME NETWORK,CA,712120.0,A84
476533,0.0,0.0,71753.40000000001,396086659,0,2019-990ez,36300,0,159452,201812,96985,119258,WISCONSIN EXECUTIVE RESIDENCE FOUNDATION INC,WI,712120.0,A82
476557,27932.4,14387.4,27932.4,330654848,0,2019-990ez,17925,31972,62072,201812,35004,59959,95TH BOMB GROUP MEMORIALS FOUNDATION,CA,712120.0,A80
476572,0.0,0.0,31934.25,481043044,0,2019-990ez,37089,0,70965,201812,78262,70965,IOLA FARM CITY DAYS CELEBRATION INC C/O R ANDREW DUNLAP,KS,712120.0,A84
476591,0.0,0.0,5058.45,273348741,0,2019-990ez,11241,0,11241,201812,12443,11241,MT PLEASANT PRESERVATION SOCIETY,VA,712120.0,A82
476603,14172.0,6377.400000000001,31048.65,231995639,0,2019-990ez,18257,14172,68997,201805,38103,68650,FRIENDS OF THE GRANGE INC,PA,712120.0,A80
476625,0.0,0.0,11782.800000000001,263623352,0,2019-990ez,21799,0,26184,201812,55058,26184,SUGAR LAND HERITAGE FOUNDATION,TX,712120.0,A82
476626,10534.0,4740.3,14554.35,392000853,0,2019-990ez,21809,10534,32343,201812,32507,32343,PORTFISH LTD,WI,712120.0,A82
476645,0.0,0.0,450.0,800564860,0,2019-990ez,1000,0,1000,201812,1518,1000,KITTINGER F 4 PARK INC,FL,712120.0,A80
476734,0.0,0.0,6833.25,161363822,0,2019-990ez,393,0,15185,201806,17389,15185,JEWISH WAR VETERANS OF USA MEMORIAL FOUNDATION INC,NY,712120.0,A80
476961,109.0,49.050000000000004,88071.3,742493038,0,2019-990ez,5581,109,195714,201805,142274,166176,COLORADO TERRITORIAL PRISON MUSEUM FOUNDATION INC,CO,712110.0,A54
476998,13603.0,6121.35,44903.700000000004,751653065,0,2019-990ez,82881,13603,99786,201809,124409,99786,ARLINGTON HISTORICAL SOCIETY INC,TX,712110.0,A54
477030,1548.0,696.6,15458.4,752344729,0,2019-990ez,7423,1548,34352,201812,27287,23946,HISTORICAL MUSEUM OF BARBED WIRE & FENCING TOOLS,TX,712110.0,A54
477055,0.0,0.0,26464.95,237348254,0,2019-990ez,27391,0,58811,201804,64724,55095,CANYON COUNTY HISTORICAL SOCIETY INC,ID,712120.0,A82
477143,2470.0,1111.5,9461.25,66039989,0,2019-990ez,6153,2470,21025,201812,22247,21025,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,CT,712120.0,A80
477152,0.0,0.0,20806.2,752788771,0,2019-990ez,177,0,46236,201812,43336,46236,THE CRAPE MYRTLE TRAILS OF MCKINNEY FOUNDATION,TX,712130.0,C41
477244,0.0,0.0,27268.2,275219194,0,2019-990ez,60596,0,60596,201812,45955,60596,LEAPFEST ASSOCIATION,RI,712120.0,A80
477279,0.0,0.0,2550.6,341458435,0,2019-990ez,2854,0,5668,201812,20813,5668,OHIO SOCIETY OF MILITARY HISTORY INC,OH,712120.0,A80
477313,0.0,0.0,24032.25,237087913,0,2019-990ez,45808,0,53405,201812,64502,53131,SANTA MARIA VALLEY HISTORICAL SOCIETY,CA,712120.0,A82
477317,0.0,0.0,2362.5,264781305,0,2019-990ez,3000,0,5250,201812,18973,5250,LAS VEGAS GOLF HALL OF FAME,NV,712110.0,A50
477347,0.0,0.0,25767.9,260554534,0,2019-990ez,57218,0,57262,201812,25283,57262,WILLIAM AUGUSTUS BOWLES MUSEUM ANDHISTORICAL FOUNDATION INC,FL,712110.0,A50
477360,0.0,0.0,21880.8,510555464,0,2019-990ez,15000,0,48624,201812,125,48624,JASPER COUNTY MUSEUM FOUNDATION,IA,712110.0,A50
477402,0.0,0.0,10839.6,421213861,0,2019-990ez,0,0,24088,201812,7058,24063,CLAYTON COUNTY GENEALOGICAL SOCIETY,IA,712120.0,A80
477477,41527.8,31798.350000000002,41527.8,752043485,0,2019-990ez,21250,70663,92284,201806,78197,92284,DALLAS-FORT WORTH ASSOCIATION EXECUTIVES INC,TX,712120.0,A80
477645,0.0,0.0,0.0,311744060,0,2019-990ez,0,0,0,201812,0,0,TUG PEGASUS PRESERVATION PROJECT,NJ,712110.0,A50
477646,0.0,0.0,16843.95,470841288,0,2019-990ez,7788,0,37431,201812,21810,20482,CORPS OF DISCOVERY WELCOME CENTER COUNCIL,NE,712120.0,A80
477685,42556.0,19150.2,56203.65,800255086,0,2019-990ez,82341,42556,124897,201812,141016,124897,IWO JIMA ASSOCIATION OF AMERICA INC,VA,712120.0,A80
477702,3365.0,1514.25,32745.600000000002,431823865,0,2019-990ez,45907,3365,72768,201812,5590,72768,WINDSOR HISTORICAL SOCIETY,MO,712120.0,A82
477721,79861.5,57804.75,79861.5,270104958,0,2019-990ez,17848,128455,177470,201812,159008,172759,FRIENDS OF THE MURRELL HOME FOUNDATION,OK,712110.0,A50
477842,0.0,0.0,56768.4,320399394,0,2019-990ez,119599,0,126152,201812,17430,125822,SHERIDAN MUSEUM OF HISTORY,OR,712110.0,A50
477852,0.0,0.0,10648.800000000001,330482674,0,2019-990ez,7785,0,23664,201812,7717,15831,WESTERN AMERICAN RAILROAD MUSEUM SYSTEMS CORPORATION,CA,712110.0,A50
477868,0.0,0.0,1729.3500000000001,270895295,0,2019-990ez,3843,0,3843,201812,0,3843,CHESAPEAKE NAVAL HERITAGE FOUNDATION INC,NC,712120.0,A82
477914,0.0,0.0,40831.65,840727564,0,2019-990ez,65682,0,90737,201812,60397,85422,BERTHOUD HISTORICAL SOCIETY INC,CO,712120.0,A82
477978,28988.0,13044.6,32864.85,237026093,0,2019-990ez,555,28988,73033,201812,47745,46643,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NY,712120.0,A80
478015,0.0,0.0,48026.25,510159001,0,2019-990ez,80152,0,106725,201812,94982,88549,PIONEER MUSEUM OF MCKENZIE COUNTY INC,ND,712110.0,A50
478047,0.0,0.0,48512.25,300464646,0,2019-990ez,342,0,107805,201812,5573,30380,ALLEGHENY FOOTHILLS HISTORICAL SOCIETY,PA,712120.0,A82
478124,7243.0,3259.35,36559.35,30356732,0,2019-990ez,69878,7243,81243,201812,68439,80515,FRIENDS OF THE MORRILL HOMESTEAD INC,VT,712120.0,A80
478183,0.0,0.0,35765.55,800064672,0,2019-990ez,50824,0,79479,201812,34716,71791,MORATTICO WATERFRONT MUSEUM,VA,712110.0,A50
478299,0.0,0.0,8374.050000000001,10888296,0,2019-990ez,17158,0,18609,201812,13724,17804,NASH HISTORICAL PRESERVATION CORPORATION,VA,712120.0,A82
478334,0.0,0.0,46969.65,330201588,0,2019-990ez,96710,0,104377,201805,63851,103914,WILLMORE CITY HERITAGE ASSOCIATION,CA,712120.0,A80
478354,4123.0,1855.3500000000001,24182.100000000002,466014885,0,2019-990ez,49393,4123,53738,201812,51099,53738,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,SD,712120.0,A80
478436,5250.0,2362.5,14089.95,311814799,0,2019-990ez,15025,5250,31311,201812,23773,31311,FRIENDS OF SOUTH FERRY CHURCH ASSOCIATION,RI,712120.0,A82
478524,0.0,0.0,69379.2,463571664,0,2019-990ez,154176,0,154176,201812,131379,154131,CENTENNIAL PACKBACKERS,AZ,712120.0,A84
478670,0.0,0.0,7150.5,161603770,0,2019-990ez,15870,0,15890,201812,5787,15890,U S S ENTERPRISE CVAN CVN-65 FUND INC,MI,712120.0,A80
478730,0.0,0.0,3446.1,900162107,0,2019-990ez,4086,0,7658,201806,9140,5514,MCLOUD HISTORICAL SOCIETY,OK,712120.0,A82
478756,0.0,0.0,864.45,166037488,0,2019-990ez,9,0,1921,201812,1616,1100,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NY,712120.0,A80
478851,0.0,0.0,57352.05,311559597,0,2019-990ez,101231,0,127449,201812,40021,116026,WESTERN RESERVE RAILROAD ASSOCIATION INC,OH,712110.0,A54
478871,0.0,0.0,6025.5,20539423,0,2019-990ez,7490,0,13390,201812,25835,12938,BURLINGAME HISTORICAL PRESERVATION SOCIETY INC,KS,712120.0,A82
478933,305.0,137.25,4234.5,911068279,0,2019-990ez,8820,305,9410,201812,9495,9410,DUVALL HISTORICAL & OLD STUFF SOCIETY,WA,712120.0,A82
478999,42590.700000000004,30624.3,42590.700000000004,911973999,0,2019-990ez,21849,68054,94646,201812,94494,94646,FOX ISLAND CHAPEL PRESERVATION SOCIETY,WA,712120.0,A82
479005,0.0,0.0,35816.4,264062909,0,2019-990ez,79140,0,79592,201812,182034,79592,FRIENDS OF THE FORT PLAIN,NY,712120.0,A80
479083,0.0,0.0,50525.55,320143723,0,2019-990ez,46268,0,112279,201812,106904,112279,ENVISION ESCALANTE,UT,712120.0,A80
479124,16901.100000000002,16619.850000000002,16901.100000000002,200557507,0,2019-990ez,625,36933,37558,201812,37720,37558,GUILFORD COUNTY SPORTS HALL OF FAME,NC,712110.0,A50
479195,0.0,0.0,15749.1,464190383,0,2019-990ez,0,0,34998,201812,14062,7408,JUDY & JOHN RUTHVEN FOUNDATION INC,OH,712120.0,A80
479212,9552.15,6738.75,9552.15,133714644,0,2019-990ez,0,14975,21227,201812,20136,21227,NEW YORK LABOR HISTORY ASSOCIATION INCORPORATED,NY,712120.0,A80
479282,0.0,0.0,11294.1,351818065,0,2019-990ez,2200,0,25098,201812,37243,22888,INDIANA GENEALOGICAL SOCIETY INC,IN,712120.0,A80
479313,0.0,0.0,509.85,760730553,0,2019-990ez,1133,0,1133,201812,9434,1133,MULTICULTURAL GENEALOGICAL CENTER OF SOUTHERN OHIO INC,OH,712110.0,A54
479397,0.0,0.0,81733.5,860405182,0,2019-990ez,35861,0,181630,201806,66630,83171,PUEBLO GRANDE MUSEUM AUXILIARY,AZ,712110.0,A53
479497,15326.0,6896.7,49643.55,411278193,0,2019-990ez,19296,15326,110319,201810,72437,78916,MINNESOTA CHAPTER OF THE AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS,MN,712130.0,C40
479518,2474.0,1113.3,14353.65,943401546,0,2019-990ez,20075,2474,31897,201812,16629,31897,NARROW GAUGE PRESERVATION FOUNDATION,MO,712120.0,A82
479549,0.0,0.0,5901.75,751656664,0,2019-990ez,10362,0,13115,201812,83008,13115,LUBBOCK HERITAGE SOCIETY INC,TX,712120.0,A82
479567,0.0,0.0,40064.4,471039285,0,2019-990ez,89032,0,89032,201812,69137,89032,DETROIT SOUND CONSERVANCY,MI,712110.0,A54
479620,21369.15,19325.25,21369.15,650226260,0,2019-990ez,4542,42945,47487,201812,46011,47487,ACADEMIA DE LAS LUMINARIAS DE LAS BELLAS ARTES INC,FL,712120.0,A80
479660,0.0,0.0,15699.15,10322290,0,2019-990ez,24839,0,34887,201812,35507,34887,HERITAGE VIVANT-LIVING HERITAGE,ME,712120.0,A80
479746,0.0,0.0,0.0,742969355,0,2019-990ez,0,0,0,201812,6045,0,MISSION A C E CLUB,TX,712120.0,A80
479828,0.0,0.0,26.1,611169624,0,2019-990ez,0,0,58,201812,215,58,NATIONAL SOFTBALL ASSOCIATION SPORTS HALL OF FAME,KY,712110.0,A50
479829,6574.05,6398.55,6574.05,364712276,0,2019-990ez,0,14219,14609,201812,10034,14609,DETROIT UNDERGROUND RAILROAD HISTORICAL SOCIETY,MI,712110.0,A54
479837,1523.0,685.35,9786.6,66066021,0,2019-990ez,0,1523,21748,201803,23708,20453,TRUMBULL HISTORICAL SOCIETY INC,CT,712120.0,A82
479858,0.0,0.0,1891.8,273664499,0,2019-990ez,3959,0,4204,201812,1179,4204,FRIENDS OF THE SUPER SABRE,PA,712110.0,A54
479883,0.0,0.0,4042.8,582315477,0,2019-990ez,574,0,8984,201812,6330,8984,COASTAL RAIL BUFFS INC,GA,712110.0,A50
479929,357.0,160.65,2436.3,161564777,0,2019-990ez,2879,357,5414,201805,5805,5342,GATES HISTORICAL SOCIETY,NY,712120.0,A82
479940,0.0,0.0,18061.2,611552906,0,2019-990ez,33847,0,40136,201812,41993,40136,COLONIAL SEAPORT FOUNDATION,VA,712120.0,A80
480055,0.0,0.0,30885.75,526055746,0,2019-990ez,29933,0,68635,201812,58680,68635,AMERICAN CHEMICAL SOCIETY,IL,712120.0,A80
480080,0.0,0.0,6287.85,900718565,0,2019-990ez,13973,0,13973,201812,6721,13973,ELLAVILLE SCHLEY COUNTY HISTORICAL SOCIETY INC,GA,712120.0,A82
480112,0.0,0.0,4730.85,363291384,0,2019-990ez,1136,0,10513,201812,3874,10513,LARIMORE COMMUNITY MUSEUM AND HISTORICAL ASSOCIATION,ND,712110.0,A50
480220,0.0,0.0,25531.2,912090531,0,2019-990ez,21180,0,56736,201812,49060,45982,FLAGLER BEACH HISTORICAL MUSEUM INC,FL,712110.0,A54
480282,27.0,12.15,44254.35,465693943,0,2019-990ez,98316,27,98343,201812,80204,98343,WORLD OCEAN OBSERVATORY,ME,712110.0,A50
480445,34549.0,15547.050000000001,65695.05,731314584,0,2019-990ez,34640,34549,145989,201804,136712,145989,OKLAHOMA CITY TOWN HALL INC,OK,712120.0,A80
480473,16298.0,7334.1,49419.450000000004,621601769,0,2019-990ez,21915,16298,109821,201806,56868,68316,HISTORIC CRAGFONT INC,TN,712120.0,A80
480480,0.0,0.0,51502.05,581380726,0,2019-990ez,89618,0,114449,201806,98165,52667,MAURY COUNTY HISTORICAL BENEFIT ASSOCIATION,TN,712120.0,A82
480487,4608.0,2362.5,4608.0,161742512,0,2019-990ez,2590,5250,10240,201812,20940,-85005,AIRPLANE FILLING STATION PRESERVATION ASSOCIATION,TN,712120.0,A82
480562,0.0,0.0,8638.65,381902816,0,2019-990ez,19008,0,19197,201806,32872,19197,HISTORICAL SOCIETY OF BATTLE CREEK KIMBALL HOUSE,MI,712120.0,A82
480613,51345.450000000004,26617.05,51345.450000000004,421413599,0,2019-990ez,14168,59149,114101,201812,127323,103064,FELIX ADLER MEMORIAL ASSOCIATION,IA,712120.0,A80
480664,0.0,0.0,16462.8,201276510,0,2019-990ez,19000,0,36584,201812,25324,34529,FAIRBANKS HOCKEY HALL OF FAME INC,AK,712110.0,A50
480686,12424.050000000001,11619.0,12424.050000000001,251653424,0,2019-990ez,0,25820,27609,201812,32537,27609,METROPOLITAN ERIE CHAPTER PENNSYLVANIA SPORTS HALL OF FAME,PA,712110.0,A50
480710,27061.0,12177.45,35446.05,232298161,0,2019-990ez,1126,27061,78769,201806,95162,72726,PHILLIPS MILL COMMUNITY ASSOCIATION,PA,712120.0,A82
480725,0.0,0.0,12005.550000000001,481258252,0,2019-990ez,24090,0,26679,201812,7010,26679,TOWN CLUB PRESERVATION FOUNDATION INC,UT,712120.0,A82
480729,31795.0,14307.75,33229.35,611564035,0,2019-990ez,21701,31795,73843,201812,82232,51456,FRENCH LICK WEST BADEN MUSEUM,IN,712110.0,A50
480752,0.0,0.0,23260.05,562018998,0,2019-990ez,18415,0,51689,201902,41965,37897,CAROLINA ARTIST STUDIO GALLERY INC,NC,712110.0,A50
480781,0.0,0.0,2310.75,411339513,0,2019-990ez,5135,0,5135,201812,8632,5135,GOODRIDGE AREA HISTORICAL SOCIETY,MN,712120.0,A82
480804,0.0,0.0,11001.15,431249221,0,2019-990ez,6294,0,24447,201812,60831,22788,THE RAYTOWN HISTORICAL SOCIETY,MO,712120.0,A82
480862,0.0,0.0,11474.550000000001,20626985,0,2019-990ez,24802,0,25499,201812,29646,25262,TIPPAH COUNTY HISTORICAL MUSEUM INC,MS,712110.0,A54
480919,0.0,0.0,9910.800000000001,800870522,0,2019-990ez,22024,0,22024,201812,22024,22024,OAK AND IVY AFRICAN AMERICAN MUSEUM AND CULTURAL CENTER,AR,712110.0,A50
480958,0.0,0.0,8021.25,341425750,0,2019-990ez,1834,0,17825,201812,19196,16658,MAGNOLIA AREA HISTORICAL SOCIETY,OH,712120.0,A82
480999,10375.0,4668.75,47089.8,383529035,0,2019-990ez,519,10375,104644,201812,52073,104644,LEEWAY FOUNDATION INC,MI,712110.0,A50
481004,0.0,0.0,23860.8,205821797,0,2019-990ez,53000,0,53024,201812,25957,53024,FRIENDS OF LIBERTY HALL,ME,712120.0,A80
481064,9924.0,4465.8,40087.8,391803863,0,2019-990ez,13148,9924,89084,201812,67990,62291,NATIONAL HISTORIC CHEESEMAKING CENTER INC,WI,712120.0,A80
481114,1813.95,1813.95,1813.95,311810938,0,2019-990ez,0,4031,4031,201812,5554,4031,PENNINGTON RESEARCH ASSOCIATION INCORPORATED,CA,712120.0,A80
481198,0.0,0.0,23670.9,272837999,0,2019-990ez,49948,0,52602,201812,35395,52602,JOHN J WRIGHT EDUCATIONAL & CULTURAL CENTER MUSEUM INC,VA,712110.0,A50
481310,54413.1,27108.45,54413.1,916054694,0,2019-990ez,12992,60241,120918,201812,98548,116221,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,WA,712120.0,A80
481330,0.0,0.0,450.0,462631841,0,2019-990ez,1000,0,1000,201812,1783,1000,C T AND OCTAVIA VIVIAN MUSEUM AND ARCHIVES INC,GA,712110.0,A50
481392,0.0,0.0,3572.1,270739388,0,2019-990ez,1093,0,7938,201812,2626,5870,CAROLINAS-VIRGINIA ANTIQUE AIRPLANE FOUNDATION INC,NC,712120.0,A82
481427,0.0,0.0,28757.7,202665101,0,2019-990ez,61300,0,63906,201812,23566,61300,UNION CLUB FOUNDATION,OH,712120.0,A80
481428,0.0,0.0,7065.900000000001,364558676,0,2019-990ez,15702,0,15702,201812,15841,15702,BLUEGRASS PRESERVATION SOCIETY INC,WV,712120.0,A82
481443,0.0,0.0,74142.45,203507294,0,2019-990ez,136607,0,164761,201807,155369,152954,B-17 ALLIANCE FOUNDATION,OR,712110.0,A54
481448,0.0,0.0,19614.600000000002,43642197,0,2019-990ez,43588,0,43588,201812,32045,43588,EL PASO TEXAS FLAGS ACROSS AMERICA,TX,712120.0,A80
481541,0.0,0.0,53408.25,510137279,0,2019-990ez,115056,0,118685,201812,81298,118685,GREAT PLAINS BLACK MUSEUM AND INTERPRETIVE CENTER INC,NE,712110.0,A50
481563,27290.0,12280.5,39181.950000000004,710351497,0,2019-990ez,47877,27290,87071,201806,104279,87071,OUACHITA COUNTY HISTORIAL SOCIETY CHIDESTER HOUSE,AR,712120.0,A80
481636,0.0,0.0,32063.4,581708047,0,2019-990ez,70729,0,71252,201812,9215,71252,CHIPLEY HISTORICAL CENTER OF PINE MOUNTAIN,GA,712120.0,A80
481642,11000.0,4950.0,12825.0,471806688,0,2019-990ez,17500,11000,28500,201812,29209,28500,HISTORIC DENTON,TX,712110.0,A54
481661,0.0,0.0,15923.7,351550714,0,2019-990ez,35326,0,35386,201812,45752,35386,CROWN POINT 4TH OF JULY CELEBRATION COMMITTEE INC,IN,712120.0,A84
481669,0.0,0.0,5899.05,392024704,0,2019-990ez,6354,0,13109,201812,2351,13109,WALNUT COUNCIL FOUNDATION INC,IN,712130.0,C41
481764,0.0,0.0,77175.0,204808852,0,2019-990ez,0,0,171500,201812,85585,171500,CALIFORNIA SPORTS HALL OF FAME,CA,712110.0,A50
481873,20820.15,11681.550000000001,20820.15,800327314,0,2019-990ez,7383,25959,46267,201812,43180,46267,FRIENDS OF OAKDALE HERITAGE,CA,712120.0,A80
481899,15174.45,11007.9,15174.45,383003499,0,2019-990ez,4649,24462,33721,201812,33649,28711,FORT MICHILIMACKINAC PAGEANT INC,MI,712120.0,A84
481901,0.0,0.0,52087.5,42281110,0,2019-990ez,0,0,115750,201812,100723,84454,MARSHALL STREET HISTORICAL SOCIETY INC,MA,712120.0,A82
481964,0.0,0.0,32179.05,800862211,0,2019-990ez,71509,0,71509,201812,39082,71509,WHITE HAVEN PRESERVATION FOUNDATION INC,NY,712120.0,A82
482032,34744.5,16599.15,34744.5,237361181,0,2019-990ez,33909,36887,77210,201812,35640,74933,MICHIGAN TRANSIT MUSEUM,MI,712110.0,A50
482086,0.0,0.0,48568.950000000004,620843399,0,2019-990ez,72739,0,107931,201812,82239,103609,JAMES WHITES FORT ASSOCIATION INC,TN,712120.0,A82
482124,4114.0,1851.3,29221.65,251582202,0,2019-990ez,19905,4114,64937,201812,55321,64937,SOCIETY FOR THE PRESERVATION OF NATURAL HISTORY COLLECTIONS,NY,712120.0,A82
482182,28776.0,12949.2,47214.0,743057024,0,2019-990ez,48611,28776,104920,201812,91034,104191,IOWA MUSEUM ASSOCIATION,IA,712110.0,A50
482225,0.0,0.0,1003.95,232968136,0,2019-990ez,991,0,2231,201812,4177,1901,DINGMANS FERRY-DELAWARE TOWNSHIP HISTORICAL SOCIETY,PA,712120.0,A82
482354,0.0,0.0,59084.1,260493232,0,2019-990ez,131298,0,131298,201812,156895,131298,NORTHERN CALIFORNIA JEWISH SPORTS HALL OF FAME,CA,712110.0,A50
482355,34714.35,34713.0,34714.35,846036528,0,2019-990ez,0,77140,77143,201812,39559,77143,GARDEN CENTER ASSOCIATION,CO,712130.0,C41
482356,34714.35,34713.0,34714.35,846036528,0,2019-990ez,0,77140,77143,201812,39559,77143,GARDEN CENTER ASSOCIATION,CO,712130.0,C41
482372,0.0,0.0,133.65,273901635,0,2019-990ez,50,0,297,201812,2439,297,MUSEUM OF HISPANIC AND LATINO CULTURES INC,OH,712110.0,A50
482457,0.0,0.0,155.25,320017185,0,2019-990ez,0,0,345,201812,380,345,MINERAL COUNTY GENEALOGICAL SOCIETY,WV,712120.0,A80
482526,0.0,0.0,16308.45,946103065,0,2019-990ez,36241,0,36241,201812,62756,36241,GOLDEN GATE LIVE STEAMERS INC,CA,712120.0,A80
482606,0.0,0.0,7415.55,116036450,0,2019-990ez,16048,0,16479,201812,19826,16479,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NY,712120.0,A80
482637,39373.200000000004,25763.850000000002,39373.200000000004,203396037,0,2019-990ez,30243,57253,87496,201812,86985,87496,WORKING HARBOR COMMITTEE INC,NY,712120.0,A80
482638,0.0,0.0,12712.050000000001,464851114,0,2019-990ez,5133,0,28249,201812,29724,27733,KNOX COUNTY MUSEUM OF EDUCATION,TN,712110.0,A50
482741,0.0,0.0,20945.7,455333769,0,2019-990ez,45361,0,46546,201812,23996,45343,KEOKUK UNION DEPOT FOUNDATION,IA,712120.0,A80
482768,16073.0,7232.85,25864.65,480863900,0,2019-990ez,29484,16073,57477,201812,30161,54650,KANSAS TEACHERS HALL OF FAME,KS,712110.0,A50
482802,0.0,0.0,6579.45,382505221,0,2019-990ez,11836,0,14621,201812,14737,14012,ALCONA HISTORICAL SOCIETY INC,MI,712120.0,A82
482820,4121.55,2989.8,4121.55,510212076,0,2019-990ez,0,6644,9159,201812,21999,9159,SCRIBNERS MILL PRESERVATION INC,ME,712120.0,A80
482824,34507.35,32714.100000000002,34507.35,953188134,0,2019-990ez,0,72698,76683,201812,57935,76683,PORTUGUESE HISTORICAL CENTER,CA,712120.0,A80
482826,940.0,423.0,2974.5,261910459,0,2019-990ez,4650,940,6610,201812,6807,6610,MAINE GARDEN RAILWAY SOCIETY,ME,712110.0,A54
482882,34530.3,16906.05,34530.3,943188206,0,2019-990ez,39163,37569,76734,201712,107495,76734,HONOR POINT MILITARY & AEROSPACE MUSEUM,WA,712110.0,A50
482883,24823.350000000002,16620.3,24823.350000000002,856011525,0,2019-990ez,395,36934,55163,201812,57600,55163,HISTORICAL SOCIETY OF NEW MEXICO,NM,712120.0,A82
482973,15999.0,7199.55,68854.05,472364174,0,2019-990ez,51737,15999,153009,201812,119006,115961,DES MOINES EUROPEAN HERITAGE ASSOCIATION,IA,712120.0,A80
482986,0.0,0.0,5625.0,461755721,0,2019-990ez,12500,0,12500,201812,4861,12500,DAUFUSKIE ISLAND LOWCOUNTRY MUSEUM,SC,712110.0,A50
482990,0.0,0.0,24735.15,956049934,0,2019-990ez,54940,0,54967,201804,31242,54967,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,CA,712120.0,A80
483077,0.0,0.0,2739.6,202863840,0,2019-990ez,6088,0,6088,201812,1230,6088,MODESTO ART MUSEUM,CA,712110.0,A50
483095,15062.0,6777.900000000001,36716.85,880355511,0,2019-990ez,62028,15062,81593,201812,84342,81593,LEFT OF CENTER ART GALLERY,NV,712110.0,A51
483138,88830.0,70785.0,88830.0,133712843,0,2019-990ez,40100,157300,197400,201812,199311,197400,REDHAWK INDIAN ARTS COUNCIL INC,NY,712110.0,A50
483156,0.0,0.0,20068.65,431388129,0,2019-990ez,7207,0,44597,201812,24409,19686,HISTORIC SITES FOUNDATION OF ST LOUIS COUNTY INC,MO,712120.0,A82
483199,0.0,0.0,30770.55,911606069,0,2019-990ez,11085,0,68379,201812,51321,55598,AMERICAN HOP MUSEUM,WA,712110.0,A54
483217,37655.1,25650.0,37655.1,480798929,0,2019-990ez,24327,57000,83678,201812,78522,83678,MITCHELL COUNTY HISTORICAL SOCIETY INC,KS,712120.0,A82
483218,0.0,0.0,990.0,208054299,0,2019-990ez,2200,0,2200,201812,9243,2200,MCMINNVILLE HERITAGE PRESERVATIONINC,TN,712120.0,A80
483258,0.0,0.0,12083.4,320420043,0,2019-990ez,2590,0,26852,201812,13538,14705,MOUNT MORRIS HISTORICAL SOCIETY,MI,712120.0,A82
483268,16084.0,7237.8,48940.200000000004,61217339,0,2019-990ez,46699,16084,108756,201806,99852,108756,JEWISH HISTORICAL SOCIETY OF GREATER HARTFORD,CT,712120.0,A82
483381,0.0,0.0,26382.15,352333158,0,2019-990ez,50576,0,58627,201804,14059,26800,PRESERVATION BLOOMFIELD,MI,712120.0,A80
483400,42379.0,19070.55,51951.6,161264021,0,2019-990ez,71935,42379,115448,201810,131522,115448,HOLOCAUST RESOURCE CENTER OF BUFFALO INC,NY,712120.0,A80
483404,0.0,0.0,12498.300000000001,274642351,0,2019-990ez,6971,0,27774,201812,51419,27774,CHAPEL ON THE GREEN HISTORICAL SOCIETY NFP,IL,712120.0,A82
483445,0.0,0.0,33403.950000000004,475584837,0,2019-990ez,57452,0,74231,201806,64027,67843,MAKAWAO HISTORY MUSEUM,HI,712110.0,A50
483546,0.0,0.0,22833.9,411835332,0,2019-990ez,1305,0,50742,201812,11581,-2051,FOREST CITY THRESHERS ASSOCIATION INC,MN,712120.0,A80
483938,22558.0,10151.1,26475.3,237348133,0,2019-990ez,28106,22558,58834,201804,65369,57678,WESTERN NORTH CAROLINA HISTORICAL ASSOCIATION INCORPORATION,NC,712110.0,A54
